"ID","Arrest.fctr","Arrest.fctr.predict.MFO.myMFO_classfr.prob","Arrest.fctr.predict.MFO.myMFO_classfr","Arrest.fctr.predict.MFO.myMFO_classfr.accurate"
1332111,"F",0.081067179533053,"F",TRUE
1332114,"F",0.081067179533053,"F",TRUE
1332652,"T",0.081067179533053,"F",FALSE
1332740,"F",0.081067179533053,"F",TRUE
1332874,"T",0.081067179533053,"F",FALSE
1332894,"T",0.081067179533053,"F",FALSE
1332952,"F",0.081067179533053,"F",TRUE
1333178,"F",0.081067179533053,"F",TRUE
1333222,"F",0.081067179533053,"F",TRUE
1333320,"T",0.081067179533053,"F",FALSE
1333337,"F",0.081067179533053,"F",TRUE
1333480,"F",0.081067179533053,"F",TRUE
1333499,"F",0.081067179533053,"F",TRUE
1333505,"F",0.081067179533053,"F",TRUE
1333746,"F",0.081067179533053,"F",TRUE
1333982,"T",0.081067179533053,"F",FALSE
1333988,"F",0.081067179533053,"F",TRUE
1334247,"F",0.081067179533053,"F",TRUE
1334352,"F",0.081067179533053,"F",TRUE
1334388,"F",0.081067179533053,"F",TRUE
1334570,"F",0.081067179533053,"F",TRUE
1334607,"F",0.081067179533053,"F",TRUE
1334806,"F",0.081067179533053,"F",TRUE
1334877,"F",0.081067179533053,"F",TRUE
1334880,"F",0.081067179533053,"F",TRUE
1335120,"T",0.081067179533053,"F",FALSE
1335401,"F",0.081067179533053,"F",TRUE
1335605,"F",0.081067179533053,"F",TRUE
1335681,"F",0.081067179533053,"F",TRUE
1335738,"F",0.081067179533053,"F",TRUE
1335866,"T",0.081067179533053,"F",FALSE
1336111,"F",0.081067179533053,"F",TRUE
1336272,"T",0.081067179533053,"F",FALSE
1336598,"F",0.081067179533053,"F",TRUE
1336679,"F",0.081067179533053,"F",TRUE
1337058,"F",0.081067179533053,"F",TRUE
1337066,"F",0.081067179533053,"F",TRUE
1337146,"F",0.081067179533053,"F",TRUE
1337203,"F",0.081067179533053,"F",TRUE
1337259,"F",0.081067179533053,"F",TRUE
1337372,"F",0.081067179533053,"F",TRUE
1337486,"F",0.081067179533053,"F",TRUE
1337506,"F",0.081067179533053,"F",TRUE
1337576,"F",0.081067179533053,"F",TRUE
1337937,"F",0.081067179533053,"F",TRUE
1337940,"F",0.081067179533053,"F",TRUE
1338357,"F",0.081067179533053,"F",TRUE
1338391,"F",0.081067179533053,"F",TRUE
1338582,"F",0.081067179533053,"F",TRUE
1338683,"T",0.081067179533053,"F",FALSE
1338706,"F",0.081067179533053,"F",TRUE
1338721,"F",0.081067179533053,"F",TRUE
1338798,"F",0.081067179533053,"F",TRUE
1338830,"F",0.081067179533053,"F",TRUE
1339054,"F",0.081067179533053,"F",TRUE
1339086,"F",0.081067179533053,"F",TRUE
1339141,"F",0.081067179533053,"F",TRUE
1339369,"F",0.081067179533053,"F",TRUE
1339691,"F",0.081067179533053,"F",TRUE
1339950,"F",0.081067179533053,"F",TRUE
1340141,"F",0.081067179533053,"F",TRUE
1340420,"T",0.081067179533053,"F",FALSE
1340525,"F",0.081067179533053,"F",TRUE
1340706,"F",0.081067179533053,"F",TRUE
1340711,"F",0.081067179533053,"F",TRUE
1340719,"F",0.081067179533053,"F",TRUE
1340731,"F",0.081067179533053,"F",TRUE
1340739,"F",0.081067179533053,"F",TRUE
1340972,"F",0.081067179533053,"F",TRUE
1341087,"F",0.081067179533053,"F",TRUE
1341170,"F",0.081067179533053,"F",TRUE
1341210,"T",0.081067179533053,"F",FALSE
1341406,"F",0.081067179533053,"F",TRUE
1341470,"F",0.081067179533053,"F",TRUE
1341479,"F",0.081067179533053,"F",TRUE
1341578,"F",0.081067179533053,"F",TRUE
1341612,"T",0.081067179533053,"F",FALSE
1341646,"F",0.081067179533053,"F",TRUE
1341728,"F",0.081067179533053,"F",TRUE
1341914,"F",0.081067179533053,"F",TRUE
1341957,"F",0.081067179533053,"F",TRUE
1341979,"F",0.081067179533053,"F",TRUE
1342033,"F",0.081067179533053,"F",TRUE
1342121,"F",0.081067179533053,"F",TRUE
1342140,"F",0.081067179533053,"F",TRUE
1342219,"F",0.081067179533053,"F",TRUE
1342235,"F",0.081067179533053,"F",TRUE
1342635,"F",0.081067179533053,"F",TRUE
1343023,"F",0.081067179533053,"F",TRUE
1343029,"F",0.081067179533053,"F",TRUE
1343076,"F",0.081067179533053,"F",TRUE
1343124,"F",0.081067179533053,"F",TRUE
1343138,"T",0.081067179533053,"F",FALSE
1343366,"F",0.081067179533053,"F",TRUE
1343432,"F",0.081067179533053,"F",TRUE
1343508,"F",0.081067179533053,"F",TRUE
1343535,"F",0.081067179533053,"F",TRUE
1343550,"F",0.081067179533053,"F",TRUE
1343726,"F",0.081067179533053,"F",TRUE
1343805,"F",0.081067179533053,"F",TRUE
1343871,"F",0.081067179533053,"F",TRUE
1343901,"F",0.081067179533053,"F",TRUE
1343949,"F",0.081067179533053,"F",TRUE
1344104,"F",0.081067179533053,"F",TRUE
1344123,"F",0.081067179533053,"F",TRUE
1344188,"F",0.081067179533053,"F",TRUE
1344367,"F",0.081067179533053,"F",TRUE
1344545,"F",0.081067179533053,"F",TRUE
1344855,"F",0.081067179533053,"F",TRUE
1344856,"F",0.081067179533053,"F",TRUE
1344967,"F",0.081067179533053,"F",TRUE
1344989,"F",0.081067179533053,"F",TRUE
1345002,"F",0.081067179533053,"F",TRUE
1345007,"F",0.081067179533053,"F",TRUE
1345011,"T",0.081067179533053,"F",FALSE
1345023,"F",0.081067179533053,"F",TRUE
1345317,"F",0.081067179533053,"F",TRUE
1345509,"F",0.081067179533053,"F",TRUE
1345538,"F",0.081067179533053,"F",TRUE
1345969,"F",0.081067179533053,"F",TRUE
1346106,"F",0.081067179533053,"F",TRUE
1346149,"F",0.081067179533053,"F",TRUE
1346162,"F",0.081067179533053,"F",TRUE
1346627,"F",0.081067179533053,"F",TRUE
1346642,"F",0.081067179533053,"F",TRUE
1346737,"F",0.081067179533053,"F",TRUE
1346758,"F",0.081067179533053,"F",TRUE
1346770,"F",0.081067179533053,"F",TRUE
1346929,"F",0.081067179533053,"F",TRUE
1346967,"F",0.081067179533053,"F",TRUE
1346981,"T",0.081067179533053,"F",FALSE
1346986,"T",0.081067179533053,"F",FALSE
1347000,"F",0.081067179533053,"F",TRUE
1347043,"F",0.081067179533053,"F",TRUE
1347062,"F",0.081067179533053,"F",TRUE
1347089,"F",0.081067179533053,"F",TRUE
1347180,"F",0.081067179533053,"F",TRUE
1347252,"T",0.081067179533053,"F",FALSE
1347280,"F",0.081067179533053,"F",TRUE
1347502,"T",0.081067179533053,"F",FALSE
1347591,"F",0.081067179533053,"F",TRUE
1347594,"F",0.081067179533053,"F",TRUE
1347885,"F",0.081067179533053,"F",TRUE
1347895,"F",0.081067179533053,"F",TRUE
1347995,"F",0.081067179533053,"F",TRUE
1348223,"F",0.081067179533053,"F",TRUE
1348440,"F",0.081067179533053,"F",TRUE
1348467,"T",0.081067179533053,"F",FALSE
1348557,"T",0.081067179533053,"F",FALSE
1348574,"F",0.081067179533053,"F",TRUE
1348679,"F",0.081067179533053,"F",TRUE
1348703,"F",0.081067179533053,"F",TRUE
1348824,"T",0.081067179533053,"F",FALSE
1349154,"F",0.081067179533053,"F",TRUE
1349205,"F",0.081067179533053,"F",TRUE
1349294,"F",0.081067179533053,"F",TRUE
1349313,"F",0.081067179533053,"F",TRUE
1349389,"F",0.081067179533053,"F",TRUE
1349449,"F",0.081067179533053,"F",TRUE
1349735,"T",0.081067179533053,"F",FALSE
1349836,"F",0.081067179533053,"F",TRUE
1349987,"F",0.081067179533053,"F",TRUE
1350066,"F",0.081067179533053,"F",TRUE
1350087,"F",0.081067179533053,"F",TRUE
1350100,"F",0.081067179533053,"F",TRUE
1350136,"F",0.081067179533053,"F",TRUE
1350195,"F",0.081067179533053,"F",TRUE
1350342,"F",0.081067179533053,"F",TRUE
1350400,"F",0.081067179533053,"F",TRUE
1350474,"F",0.081067179533053,"F",TRUE
1350699,"F",0.081067179533053,"F",TRUE
1350896,"F",0.081067179533053,"F",TRUE
1350902,"T",0.081067179533053,"F",FALSE
1350960,"F",0.081067179533053,"F",TRUE
1350978,"F",0.081067179533053,"F",TRUE
1350991,"F",0.081067179533053,"F",TRUE
1351271,"F",0.081067179533053,"F",TRUE
1351673,"F",0.081067179533053,"F",TRUE
1351697,"F",0.081067179533053,"F",TRUE
1351702,"F",0.081067179533053,"F",TRUE
1351770,"F",0.081067179533053,"F",TRUE
1351782,"F",0.081067179533053,"F",TRUE
1351786,"F",0.081067179533053,"F",TRUE
1351839,"F",0.081067179533053,"F",TRUE
1351879,"F",0.081067179533053,"F",TRUE
1352040,"F",0.081067179533053,"F",TRUE
1352148,"F",0.081067179533053,"F",TRUE
1352172,"T",0.081067179533053,"F",FALSE
1352300,"F",0.081067179533053,"F",TRUE
1352334,"F",0.081067179533053,"F",TRUE
1352516,"F",0.081067179533053,"F",TRUE
1352635,"F",0.081067179533053,"F",TRUE
1352775,"F",0.081067179533053,"F",TRUE
1352792,"F",0.081067179533053,"F",TRUE
1352829,"F",0.081067179533053,"F",TRUE
1353010,"F",0.081067179533053,"F",TRUE
1353019,"F",0.081067179533053,"F",TRUE
1353128,"F",0.081067179533053,"F",TRUE
1353178,"F",0.081067179533053,"F",TRUE
1353187,"F",0.081067179533053,"F",TRUE
1353463,"F",0.081067179533053,"F",TRUE
1353597,"F",0.081067179533053,"F",TRUE
1353641,"F",0.081067179533053,"F",TRUE
1353808,"F",0.081067179533053,"F",TRUE
1353901,"T",0.081067179533053,"F",FALSE
1353910,"F",0.081067179533053,"F",TRUE
1354004,"F",0.081067179533053,"F",TRUE
1354062,"F",0.081067179533053,"F",TRUE
1354098,"F",0.081067179533053,"F",TRUE
1354181,"F",0.081067179533053,"F",TRUE
1354186,"F",0.081067179533053,"F",TRUE
1354253,"F",0.081067179533053,"F",TRUE
1354260,"F",0.081067179533053,"F",TRUE
1354400,"F",0.081067179533053,"F",TRUE
1354426,"F",0.081067179533053,"F",TRUE
1354432,"T",0.081067179533053,"F",FALSE
1354518,"F",0.081067179533053,"F",TRUE
1354540,"F",0.081067179533053,"F",TRUE
1354558,"F",0.081067179533053,"F",TRUE
1354647,"F",0.081067179533053,"F",TRUE
1354693,"F",0.081067179533053,"F",TRUE
1354787,"F",0.081067179533053,"F",TRUE
1354987,"F",0.081067179533053,"F",TRUE
1355037,"F",0.081067179533053,"F",TRUE
1355123,"F",0.081067179533053,"F",TRUE
1355130,"F",0.081067179533053,"F",TRUE
1355230,"T",0.081067179533053,"F",FALSE
1355247,"F",0.081067179533053,"F",TRUE
1355313,"F",0.081067179533053,"F",TRUE
1355601,"F",0.081067179533053,"F",TRUE
1355702,"F",0.081067179533053,"F",TRUE
1355716,"T",0.081067179533053,"F",FALSE
1355741,"F",0.081067179533053,"F",TRUE
1355872,"F",0.081067179533053,"F",TRUE
1355886,"F",0.081067179533053,"F",TRUE
1356048,"F",0.081067179533053,"F",TRUE
1356102,"F",0.081067179533053,"F",TRUE
1356121,"F",0.081067179533053,"F",TRUE
1356248,"F",0.081067179533053,"F",TRUE
1356273,"F",0.081067179533053,"F",TRUE
1356303,"F",0.081067179533053,"F",TRUE
1356371,"F",0.081067179533053,"F",TRUE
1356456,"F",0.081067179533053,"F",TRUE
1356848,"F",0.081067179533053,"F",TRUE
1356857,"F",0.081067179533053,"F",TRUE
1357089,"F",0.081067179533053,"F",TRUE
1357113,"F",0.081067179533053,"F",TRUE
1357176,"F",0.081067179533053,"F",TRUE
1357188,"F",0.081067179533053,"F",TRUE
1357287,"F",0.081067179533053,"F",TRUE
1357506,"F",0.081067179533053,"F",TRUE
1357522,"F",0.081067179533053,"F",TRUE
1357618,"F",0.081067179533053,"F",TRUE
1357693,"F",0.081067179533053,"F",TRUE
1357695,"F",0.081067179533053,"F",TRUE
1357708,"F",0.081067179533053,"F",TRUE
1357801,"T",0.081067179533053,"F",FALSE
1357970,"T",0.081067179533053,"F",FALSE
1357978,"T",0.081067179533053,"F",FALSE
1357993,"F",0.081067179533053,"F",TRUE
1358032,"F",0.081067179533053,"F",TRUE
1358055,"T",0.081067179533053,"F",FALSE
1358481,"F",0.081067179533053,"F",TRUE
1358510,"F",0.081067179533053,"F",TRUE
1358554,"F",0.081067179533053,"F",TRUE
1358626,"F",0.081067179533053,"F",TRUE
1359197,"F",0.081067179533053,"F",TRUE
1359283,"F",0.081067179533053,"F",TRUE
1359555,"T",0.081067179533053,"F",FALSE
1359671,"F",0.081067179533053,"F",TRUE
1359698,"F",0.081067179533053,"F",TRUE
1359898,"F",0.081067179533053,"F",TRUE
1359954,"F",0.081067179533053,"F",TRUE
1360027,"F",0.081067179533053,"F",TRUE
1360037,"F",0.081067179533053,"F",TRUE
1360425,"T",0.081067179533053,"F",FALSE
1360440,"F",0.081067179533053,"F",TRUE
1360555,"F",0.081067179533053,"F",TRUE
1360816,"T",0.081067179533053,"F",FALSE
1361018,"F",0.081067179533053,"F",TRUE
1361220,"F",0.081067179533053,"F",TRUE
1361324,"F",0.081067179533053,"F",TRUE
1361371,"F",0.081067179533053,"F",TRUE
1361728,"T",0.081067179533053,"F",FALSE
1361791,"F",0.081067179533053,"F",TRUE
1362072,"F",0.081067179533053,"F",TRUE
1362413,"F",0.081067179533053,"F",TRUE
1362483,"F",0.081067179533053,"F",TRUE
1362546,"F",0.081067179533053,"F",TRUE
1362601,"F",0.081067179533053,"F",TRUE
1362694,"F",0.081067179533053,"F",TRUE
1362899,"F",0.081067179533053,"F",TRUE
1363354,"F",0.081067179533053,"F",TRUE
1363399,"F",0.081067179533053,"F",TRUE
1363429,"F",0.081067179533053,"F",TRUE
1363475,"F",0.081067179533053,"F",TRUE
1363496,"F",0.081067179533053,"F",TRUE
1363560,"F",0.081067179533053,"F",TRUE
1363574,"F",0.081067179533053,"F",TRUE
1363590,"F",0.081067179533053,"F",TRUE
1363657,"T",0.081067179533053,"F",FALSE
1363664,"F",0.081067179533053,"F",TRUE
1363900,"F",0.081067179533053,"F",TRUE
1363949,"F",0.081067179533053,"F",TRUE
1363991,"F",0.081067179533053,"F",TRUE
1364016,"F",0.081067179533053,"F",TRUE
1364081,"F",0.081067179533053,"F",TRUE
1364193,"F",0.081067179533053,"F",TRUE
1364287,"F",0.081067179533053,"F",TRUE
1364344,"F",0.081067179533053,"F",TRUE
1364372,"F",0.081067179533053,"F",TRUE
1364642,"F",0.081067179533053,"F",TRUE
1364677,"F",0.081067179533053,"F",TRUE
1364685,"F",0.081067179533053,"F",TRUE
1364691,"F",0.081067179533053,"F",TRUE
1364701,"F",0.081067179533053,"F",TRUE
1364705,"F",0.081067179533053,"F",TRUE
1364825,"F",0.081067179533053,"F",TRUE
1364827,"F",0.081067179533053,"F",TRUE
1364866,"F",0.081067179533053,"F",TRUE
1364877,"F",0.081067179533053,"F",TRUE
1364914,"F",0.081067179533053,"F",TRUE
1364953,"F",0.081067179533053,"F",TRUE
1365023,"F",0.081067179533053,"F",TRUE
1365216,"F",0.081067179533053,"F",TRUE
1365223,"F",0.081067179533053,"F",TRUE
1365310,"F",0.081067179533053,"F",TRUE
1365829,"F",0.081067179533053,"F",TRUE
1365854,"F",0.081067179533053,"F",TRUE
1365870,"F",0.081067179533053,"F",TRUE
1366045,"F",0.081067179533053,"F",TRUE
1366131,"F",0.081067179533053,"F",TRUE
1366529,"T",0.081067179533053,"F",FALSE
1366599,"F",0.081067179533053,"F",TRUE
1366666,"F",0.081067179533053,"F",TRUE
1366690,"F",0.081067179533053,"F",TRUE
1366802,"F",0.081067179533053,"F",TRUE
1366806,"F",0.081067179533053,"F",TRUE
1366815,"F",0.081067179533053,"F",TRUE
1366884,"F",0.081067179533053,"F",TRUE
1367083,"F",0.081067179533053,"F",TRUE
1367173,"F",0.081067179533053,"F",TRUE
1367306,"F",0.081067179533053,"F",TRUE
1367534,"F",0.081067179533053,"F",TRUE
1367649,"F",0.081067179533053,"F",TRUE
1367657,"T",0.081067179533053,"F",FALSE
1368013,"F",0.081067179533053,"F",TRUE
1368042,"F",0.081067179533053,"F",TRUE
1368095,"F",0.081067179533053,"F",TRUE
1368289,"F",0.081067179533053,"F",TRUE
1368593,"F",0.081067179533053,"F",TRUE
1368759,"F",0.081067179533053,"F",TRUE
1368922,"F",0.081067179533053,"F",TRUE
1368987,"F",0.081067179533053,"F",TRUE
1369337,"F",0.081067179533053,"F",TRUE
1369392,"F",0.081067179533053,"F",TRUE
1369564,"F",0.081067179533053,"F",TRUE
1369610,"F",0.081067179533053,"F",TRUE
1369767,"F",0.081067179533053,"F",TRUE
1369852,"F",0.081067179533053,"F",TRUE
1369905,"F",0.081067179533053,"F",TRUE
1370546,"F",0.081067179533053,"F",TRUE
1370558,"F",0.081067179533053,"F",TRUE
1370584,"F",0.081067179533053,"F",TRUE
1370831,"F",0.081067179533053,"F",TRUE
1370945,"T",0.081067179533053,"F",FALSE
1371174,"F",0.081067179533053,"F",TRUE
1371349,"F",0.081067179533053,"F",TRUE
1371375,"F",0.081067179533053,"F",TRUE
1371412,"T",0.081067179533053,"F",FALSE
1371424,"F",0.081067179533053,"F",TRUE
1371597,"T",0.081067179533053,"F",FALSE
1371703,"F",0.081067179533053,"F",TRUE
1371722,"F",0.081067179533053,"F",TRUE
1371749,"T",0.081067179533053,"F",FALSE
1372205,"F",0.081067179533053,"F",TRUE
1372261,"F",0.081067179533053,"F",TRUE
1372299,"F",0.081067179533053,"F",TRUE
1372456,"F",0.081067179533053,"F",TRUE
1372610,"F",0.081067179533053,"F",TRUE
1372668,"T",0.081067179533053,"F",FALSE
1372905,"F",0.081067179533053,"F",TRUE
1373011,"F",0.081067179533053,"F",TRUE
1373348,"F",0.081067179533053,"F",TRUE
1373569,"F",0.081067179533053,"F",TRUE
1373965,"F",0.081067179533053,"F",TRUE
1374105,"F",0.081067179533053,"F",TRUE
1374118,"F",0.081067179533053,"F",TRUE
1374122,"F",0.081067179533053,"F",TRUE
1374285,"F",0.081067179533053,"F",TRUE
1374307,"T",0.081067179533053,"F",FALSE
1374383,"F",0.081067179533053,"F",TRUE
1374468,"T",0.081067179533053,"F",FALSE
1374590,"F",0.081067179533053,"F",TRUE
1374630,"F",0.081067179533053,"F",TRUE
1374963,"F",0.081067179533053,"F",TRUE
1374975,"T",0.081067179533053,"F",FALSE
1374999,"F",0.081067179533053,"F",TRUE
1375283,"F",0.081067179533053,"F",TRUE
1375302,"T",0.081067179533053,"F",FALSE
1375312,"F",0.081067179533053,"F",TRUE
1375347,"F",0.081067179533053,"F",TRUE
1375378,"F",0.081067179533053,"F",TRUE
1375416,"F",0.081067179533053,"F",TRUE
1375574,"F",0.081067179533053,"F",TRUE
1375592,"F",0.081067179533053,"F",TRUE
1375747,"F",0.081067179533053,"F",TRUE
1375784,"F",0.081067179533053,"F",TRUE
1375962,"F",0.081067179533053,"F",TRUE
1376181,"T",0.081067179533053,"F",FALSE
1376255,"F",0.081067179533053,"F",TRUE
1376508,"F",0.081067179533053,"F",TRUE
1376517,"F",0.081067179533053,"F",TRUE
1376530,"T",0.081067179533053,"F",FALSE
1376545,"F",0.081067179533053,"F",TRUE
1376629,"F",0.081067179533053,"F",TRUE
1376852,"T",0.081067179533053,"F",FALSE
1376870,"F",0.081067179533053,"F",TRUE
1376874,"F",0.081067179533053,"F",TRUE
1376895,"T",0.081067179533053,"F",FALSE
1376996,"F",0.081067179533053,"F",TRUE
1377199,"F",0.081067179533053,"F",TRUE
